Year,Location,State,Dead,Injured,Total,Race,Gender,Mental Health,Description,Latitude,Longitude,Party
2013,"Santa Monica, California",California,6,3,8,White American,Male,Yes,"On June 7, 2013, a 23-year old killed his father and brother at their family home and then set the home on fire in Santa Monica, California. He then forced a motorist to drive him to the Santa Monica College campus. On his way there he fired at commuters. During a 13-minute shooting spree spanning roughly 1.5 miles he killed three other people and three others wounded by gun shot. The shooter was killed by the police in the Santa Monica College library.",34.0231915,-118.48156,Democratic
2013,"Manchester, Illinois",Illinois,7,1,7,White American,Male,Unclear,"On April 24, 2013, a 43-year old man traveled to the home of his former partner's family in Manchester, Illinois. He shot and killed three adults (one of them pregnant), a boy, and an infant, all members of the same family. There was a third child who, after shooting her, the shooter took to a neighbor's house; she survived the incident. The shooter was then chased by the police by car. The car chase resulted in a shootout between the two. The shooter was shot and killed by the police.",39.5423134,-90.330299,Democratic
2013,"Federal Way, Washington",Washington,5,0,5,Black or African American,Male,No,"Dennis Clark III, 27, shot and killed his girlfriend in their shared apartment, and then shot two witnesses in the building's parking lot and a third victim in another apartment, before being killed by police.",47.3129607,-122.33937,Democratic
2013,"Federal Way, Washington",Washington,5,0,4,Black or African American,Male,Unclear,"On April 21, 2013, a 27-year old man shot and killed his girlfriend at their apartment in Federal Way, Washington. He then shot two neighbors in the building's parking lot and a third victim in another apartment who had come out to see what was happening. It seems the shooter wanted to kill any witness after shooting his girlfriend. He was later killed by police.",47.3090972,-122.33576,Democratic
2013,"Herkimer County, New York",New York,5,2,7,White American,Male,No,"Kurt Myers, 64, shot six people in neighboring towns, killing two in a barbershop and two at a car care business, before being killed by officers in a shootout after a nearly 19-hour standoff.",43.045601,-74.984891,Democratic
2013,"Mohawk, New York",New York,5,2,6,White American,Male,No,"On March 13, 2013, an unemployed 64-year old man set his apartment on fire in Mohawk village, New York, before he went into a local barbershop and shot four people, killing two and wounding two others. Afterwards, the shooter drove to Herkimer village, where he shot and killed to other people at a local car servicing business. After the rampage, he holed up in an abandoned building where he had a standoff with police for 18 hours until he was shot and killed.",43.0104011,-75.007512,Democratic
2013,"Ladera Ranch, California",California,4,3,6,White American,Male,Yes,"On February 19, 2013, a 20-year old unemployed, part-time student killed a 20-year old woman at his parent's house. The shooter's parents called 911 when they heard the noise. He drove off in his parents car and went on a killing spree carjacking several cars and shooting at commuters, drivers, and construction workers. He committed suicide when police were approaching. The shooter had left a suicide note that he wrote within an hour of the 911 call his parents made.",33.5496106,-117.64157,Democratic
2013,"Irvine, California",California,4,2,7,Black or African American,Male,Yes,"On February 3, 2013, a 33-year old former LAPD police officer shot and killed the daughter of a former LAPD captain and her fiance in a parking garage in Irvine, California. The shooter fled the scene and a large manhunt followed until February 12, 2013, during a stand-off with police at a cabin in the San Bernardino Mountains. The shooter killed one police officer and injured another one before he committed suicide. It is not clear if he took his life before or after the police started to burn down the cabin where he was holed up.",33.6780346,-117.77363,Democratic
2013,"Phoenix, Arizona",Arizona,3,1,3,White American,Male,Unclear,"On January 30, 2013, a 70-year old man attended a mediation session at a law firm in Phoenix, Arizona. At the end of the session he shot three people at the entrance of the building, killing the two man involved in the session with him and wounding a third person. The shooter fled the scene, firing at a man who followed him. He later died from a self-inflicted gunshot wound.",33.5714588,-112.09049,Republican
2013,"South Valley, Albuquerque, New Mexico",New Mexico,5,0,5,Unknown,Male,Yes,"On January 19, 2013, a 15-year old homeschooled student shot and killed his mother and three younger siblings in their residential home in South Valley, New Mexico. The shooter then waited up five hours for his father, a former pastor, to arrive home. When the father got home, the son shot him several times and killed him. Apparently, he was planning to go on a killing spree afterwards. Instead he went to church and was later arrested.",35.1529052,-106.77914,Democratic
2012,"Newtown, Connecticut",Connecticut,28,2,30,White American,Male,Yes,"Adam Lanza, 20, shot his mother dead at their home then drove to Sandy Hook Elementary school. He forced his way inside and opened fire, killing 20 children and six adults before committing suicide.",41.4123225,-73.311424,Democratic
2012,"Newtown, Connecticut",Connecticut,28,2,29,White American,Male,Yes,"On December 14, 2012, a 20-year old shot and killed his mother at their home in Newtown, Connecticut. He then travelled to Sandy Hook Elementary School killing twenty children and six adult staff members and injuring two others before killing himself. Court documents showed that the school shooting had occurred in the space of less than five munities with 156 shots fired.",41.4119085,-73.311963,Democratic
2012,"Happy Valley, Oregon",Oregon,3,1,3,Unknown,Male,No,"On December 11, 2012, an unemployed 22-year old run into Clackamas Town Center, a shopping center outside the City of Portland, Oregon. The gunman opened fire on shoppers and employees killing two people and seriously wounding a third person before committing suicide.",45.4485311,-122.54401,Democratic
2012,"Brookfield, Wisconsin",Wisconsin,4,4,7,Black or African American,Male,No,"On October 21, 2012, a 45-year old man went to Azana Spa in Brookfield, Wisconsin, where his estranged wife worked. He shot and killed his ex-wife and two of her co-workers and injured four others before committing suicide.",43.0639669,-88.122998,Republican
2012,"Miami, Florida",Florida,0,15,15,Black or African American,Male,Unclear,"On September 28, shots were fired into a large crowd gathered at The Spot, an all-ages club at which many young teens were present. Fifteen people were injured.",25.7965394,-80.208404,Republican
2012,"Minneapolis, Minnesota",Minnesota,7,1,8,White American,Male,Yes,"Andrew Engeldinger, 36, upon learning he was being fired, went on a shooting rampage, killing the business owner, three fellow employees, and a UPS driver. He then killed himself.",44.9772995,-93.265469,Republican
2012,"Minneapolis, Minnesota",Minnesota,7,2,8,White American,Male,Yes,"On September 27, 2012, a 36-year old man recently fired at Accent Signage Systems in Minneapolis, went into the firm's building killing six people and injuring two others. The gunman then turned the gun on himself.",44.9635872,-93.267837,Republican
2012,"Oak Creek, Wisconsin",Wisconsin,7,3,10,White American,Male,Yes,"U.S. Army veteran Wade Michael Page, 40, opened fire in a Sikh gurdwara before he died from a self-inflicted gunshot would during a shootout with police.",42.8858503,-87.863136,Republican
2012,"Oak Creek, Wisconsin",Wisconsin,7,4,10,White American,Male,No,"On August 5, 2012, a 40-year old US Army veteran and white supremacist opened fire in a Sikh Temple in Oak Creek, Wisconsin fatally shooting six people and wounded four others. The shooter took his life by shooting himself after he was shot in the stomach by a responding police officer. His girlfriend had broken up with him very recently.",42.8802744,-87.900871,Republican
2012,"Aurora, Colorado",Colorado,12,70,82,White American,Male,Yes,"James Holmes, 24, opened fire in a movie theater during the opening night of ""The Dark Night Rises"" and was later arrested outside.",39.709283,-104.82349,Democratic
2012,"Denver, Colorado",Colorado,12,58,70,White American,Male,Yes,"On July 20, 2012, a 24-year old student set off several gas or smoke canisters at a movie theater in Aurora, and then opened fire on the theater audience, killing twelve people and wounding fifty-eight. Moments after the shooting, police arrested the shooter next to his car behind the theater. Once apprehended, the shooter told the police that he had booby-trapped his apartment with explosive devices before heading to the theater.",39.7294187,-104.98252,Democratic
2012,"Auburn, Alabama",Alabama,3,3,6,Black or African American,Male,Unclear,"On June 9, 2012, a 22-year old man went to a party in an off-campus apartment complex in Auburn, Alabama. Three people, including two former Auburn University football players, were killed and three others were wounded. The shooter fled the scene and turned himself in a few days later.",32.6059801,-85.489893,Republican
2012,"Seattle, Washington",Washington,6,1,6,White American,Male,Yes,"On May 30, 2012, a 40-year old man went to a coffee shop in Seattle, Washington, where he was asked to leave due to his belligerent behaviour the previous week. The man opened fire and killed four people and injured another one. He then fled and later killed a female motorist, taking off with her SUV. Five hours later, while he was being confronted by police, he killed himself with a gunshot.",47.6219958,-122.32365,Democratic
2012,"Seattle, Washington",Washington,6,1,7,White American,Male,Yes,"Ian Stawicki, 40, gunned down four patrons at a cafe, and another person during a carjacking nearby, then shot himself as police closed in. (He died later that day in a Seattle hospital.)",47.6038321,-122.33006,Democratic
2012,"Tulsa, Oklahoma",Oklahoma,3,2,5,White American,Male,No,"On April 6, 2012, a 19-year old and a 32-year old man went on a deadly shooting spree in Tulsa, Oklahoma, shooting black men at random in an apparently racially motivated attack. Three men died and two were wounded. The victims were chosen at random.",36.1354324,-95.913161,Republican
2012,"Oakland, California",California,7,3,10,Asian American,Male,Yes,"One L. Goh, 43, a former student, opened fire in a nursing classroom. He fled the scene by car and was arrested nearby a few hours later.",37.8043808,-122.27082,Democratic
2012,"Oakland, California",California,7,3,10,Asian American,Male,Yes,"On April 2, 2012, a 43-year old former student at Oikos University, a Korean Christian college in Oakland, California, opened fired in a classroom killing seven people and injuring other three. The attacker continued to fire shots as he fled the campus, driving away in a car belonging to one of his victims. Hours later he surrendered to authorities.",37.7917681,-122.21532,Democratic
2012,"Chardon, Ohio",Ohio,3,3,6,White American,Male,Yes,"On February 27, 2012, a 17-year old student entered Chardon High School in Chardon, Ohio, shooting students in the cafeteria and in the hallway, leaving three students dead and three injured. He then was chased out of the school by a teacher and was arrested outside the school.",41.5802554,-81.208126,Republican
2012,"Norcross, Georgia",Georgia,5,0,5,Asian American,Male,Yes,"Jeong Soo Paek, 59, returned to a Korean spa from which he'd been kicked out after an altercation. He gunned down two of his sisters and their husbands before committing suicide.",33.9412127,-84.213531,Republican
2012,"Norcross, Georgia",Georgia,5,0,4,Asian American,Male,Yes,"On February 22, 2012, a 59-year old man hours before the shooting unfolded, police said Paek was asked to leave the spa because he was being disruptive. Burst into a spa his family owned in Norcross, near Atlanta, Georgia. He killed four relatives before turning the gun on himself.",33.9410438,-84.20986,Republican
2012,"Birmingham, Alabama",Alabama,5,0,5,Black or African American,Male,No,"Three teenagers attempted to rob a house in the early morning of January 29, 2012. Five people were in the house playing cards, and each was shot to death in the back of the head; four of their bodies were found naked in bedroom, and one had been shot 12 times.",33.5282865,-86.795504,Republican
2011,"Seal Beach, California",California,8,1,9,White American,Male,Yes,"Scott Evans Dekraai, 42, opened fire inside a hair salon and was later arrested.",33.741176,-118.10464,Democratic
2011,"Seal Beach, California",California,8,1,9,White American,Male,Yes,"On October 12, 2011, a 41-year old allegedly opened fire at a hair salon in Seal Beach, California, where his former wife worked. Eight people inside the salon and one person in the parking lot were shot, and only one victim survived. The shooter was later arrested about half a mile away from the salon. He argued earlier that day over the phone with his ex-wife over a custody dispute regarding their 8-year old son.",33.7543263,-118.07154,Democratic
2011,"Carson City, Nevada",Nevada,5,7,12,Latin American,Male,Yes,"Eduardo Sencion, 32, opened fire at an International House of Pancakes restaurant and later died from a self-inflicted gunshot wound.",39.1637984,-119.7674,Democratic
2011,"Carson City, Nevada",Nevada,5,7,11,Unknown,Male,Yes,"On September 6, 2011, a 32-year old man arrived at a local strip mall in Carson City, Nevada. He got out and shot and wounded a man on a motorcycle. He then walked inside the center's IHOP restaurant and shot eleven people, four of them fatally. Then he left the restaurant and began shooting into nearby businesses, injuring no one. When police arrived, the shooter turned the gun of himself.",39.164642,-119.7763,Democratic
2011,"Grand Rapids, Michigan",Michigan,8,2,9,Black or African American,Male,Yes,"On July 7, 2011, a 34-year old man went to two homes on a shooting rampage, killing his estranged wife, their daughter, his former girlfriend, and members of the victims' families. The shooter kept shooting at random as he fled by car and followed and shot another ex-girlfriend while she was driving on her car. The gunman was chased by police that forced him to exit his vehicle and ran on foot, entering a random residence where he took three hostages. He ended releasing the hostages and committing suicide.",42.9692043,-85.660089,Republican
2011,"Opelika, Alabama",Alabama,1,3,4,White American,Male,Yes,"On April 6, 2011, a 34-year old man went to the Opelika campus of Southern Union State Community College in Alabama, where his former wife was a student. He fired into a car and shot and killed his mother-in-law and injured his estranged wife, her grandmother, and her 4-year old daughter. Hours later returned to the crime scene and confessed to a photographer that he was the shooter. He was later arrested by the police.",32.6624011,-85.377069,Republican
2011,"Youngstown, Ohio",Ohio,1,11,12,Black or African American,Male,Unclear,"On February 6, 2011, two 19-year old man and a 22-year old man were involved in an argument over a girl in a fraternity house party in Youngstown State University in Ohio. A dispute ensued and one man was thrown out of the party and the other followed. They returned sometime later and began spraying bullets into the crowd, killing one student and injuring eleven others.",41.0993396,-80.646317,Republican
2011,"Tucson, Arizona",Arizona,6,13,19,White American,Male,Yes,"Jared Loughner, 22, opened fire outside a Safeway during a constituent meeting with Congresswoman Gabrielle Giffords (D-Ariz.) before he was subdued by bystanders and arrested.",32.2217429,-110.92648,Republican
2011,"Tucson, Arizona",Arizona,6,13,19,White American,Male,Yes,"On January 8, 2011, a 22-year old went to a parking lot where a U.S. Representative was holding a meeting in a supermarket parking lot in Casas Adobes, near Tucson, Arizona. The gunman shot and injured the congresswoman, her intended target and then started to shoot randomly, killing six people and injuring twelve others. The shooter was subdued by bystanders and arrested by police.",32.1535891,-110.96776,Republican
2010,"Manchester, Connecticut",Connecticut,9,2,11,Black or African American,Male,No,"Omar S. Thornton, 34, shot up his Hartford Beer Distributor workplace after facing disciplinary issues, then committed suicide.",41.7759324,-72.521476,Democratic
2010,"Manchester, Connecticut",Connecticut,9,2,10,Black or African American,Male,Unclear,"On August 3, 2010, a 34-year old man was called into his place of employment at Hartford Beer Distributors in Manchester, Connecticut for disciplinary purposes. He signed resignation papers after he was accused of stealing beer and while he was been escorted out of the building, he opened fire killing eight coworkers and injuring two others before committing suicide.",41.7801382,-72.519187,Democratic
2010,"Huntsville, Alabama",Alabama,0,3,6,White American,Female,No,"On February 12, 2010, a 44-year old professor went to a faculty meeting at the University of Alabama in Huntsville. She sat quietly at the meeting for 30 or 40 minutes before pulling out a gun, killing three of her coworkers and injuring three others. She was later arrested outside the building.",34.7282754,-86.672306,Democratic
2009,"Parkland, Washington",Washington,4,1,5,Black or African American,Male,Yes,"Maurice Clemmons, 37, a felon who was out on bail for child-rape charges, entered a coffee shop on a Sunday morning and shot four police officers who had gone there to use their laptops before their shifts. Clemmons, who was wounded fleeing the scene, was later shot dead by a police officer in Seattle after a two-day manhunt.",47.155846,-122.43703,Democratic
2009,"Lakewood, Washington",Washington,5,0,4,Black or African American,Male,Yes,"On November 29, 2009, a 37-year old convicted felon who was out on bail, entered a coffee shop in Lakewood, Washington. The gunman shot and killed four off-duty police officers who had gone there to use their laptops before their shifts. After a two-day manhunt, the gunman was shot and killed by a police officer in south Seattle.",47.1626758,-122.52966,Democratic
2009,"Fort Hood, Texas",Texas,13,30,43,Other,Male,Unclear,"Army psychiatrist Nidal Malik Hasan, 39, opened fire on an Army base in an attack linked to Islamist extremism. Hasan was injured during the attack and later arrested.",31.2011305,-97.77157,Republican
2009,"Fort Hood, Texas",Texas,13,32,45,White American,Male,Yes,"On November 5, 2009, a 39-year old U.S. Army psychiatrist fatally shot thirteen people and injured thirty-two at Fort Hood Army Base located in Killeen, Texas. He was shot and wounded by another soldier and arrested as he fell unconscious.",31.1381435,-97.777978,Republican
2009,"Binghamton, New York",New York,14,4,18,Asian American,Male,Yes,"Jiverly Wong, 41, opened fire at an American Civic Association center for immigrants before committing suicide.",42.0986867,-75.917974,Democratic
2009,"Binghamton, New York",New York,14,4,17,Asian American,Male,Yes,"On April 3, 2009, a 41-year old unemployed man entered an immigration services center in Binghamton, New York, where he previously took classes. He shot and killed thirteen people in the building and injured four others before he committed suicide.",42.101401,-75.909223,Democratic
2009,"Carthage, North Carolina",North Carolina,8,3,11,White American,Male,Yes,"Robert Stewart, 45, opened fire at a nursing home where his estranged wife worked before he was shot and arrested by a police officer.",35.345802,-79.417054,Democratic
2009,"Santa Clara, California",California,6,1,6,Asian American,Male,No,"On March 29, 2009, a 42-year-old web analytics technician for Yahoo! in Santa Clara, California began shooting in his home. He killed his two children, his brother-in-law, sister-in-law, and their infant daughter before committing suicide. He was found to have a growing brain tumor during the autopsy.",37.3646317,-121.96793,Democratic
2009,"Carthage, North Carolina",North Carolina,8,2,10,White American,Male,Yes,"On March 29, 2009, a 45-year old man opened fire at the Pinelake Health and Rehab nursing home in Carthage, North Carolina, where his estranged wife worked. The shooter killed eight people and wounded another two before being shot and arrested by a police officer. His ex-wife, the apparent main target, survived the shooting unharmed by hiding in the Alzheimer ward of the building, which was secured by passcode-protected doors.",35.3398561,-79.413817,Democratic
2009,"Geneva, Alabama",Alabama,11,6,16,White American,Male,No,"On March 10, 2009, a 28-year-old grocery worker in Geneva County, Alabama went to his mother's home to kill her and her three dogs before setting the house on fire. He then went to his uncle's house, killing him, two of his cousins, two neighbors and wounded an aunt and an infant neighbor. He then went next-door and killed his grandmother before fleeing the scene. He killed three passers by and shot at anyone trying to flee or stop him. In total, ten were killed and six were wounded. He committed suicide as police attempted to detain him.",31.0436759,-85.876347,Democratic
2008,"Covina, California",California,10,2,11,White American,Male,No,"On December 24, 2008, a 45-year-old man entered his brother's residence in Covina, California while dressed in a Santa Claus costume. He then opened fire on his family and ex-wife, killing several before setting the house ablaze. He committed suicide with a gunshot wound to the head. Nine victims died in the incident and two of the wounded escaped the fire.",34.0902667,-117.882,Democratic
2008,"Conway, Arkansas",Arkansas,0,1,3,Black or African American,Male,No,"On October 26, 2008, four men between the ages of 19 and 20 arrived at a dormitory at the University of Central Arkansas in Conway, Arkansas and began shooting. The shooters killed two students and wounded a visitor before being arrested.",35.0813074,-92.432783,Democratic
2008,"Phoenix, Arizona",Arizona,0,3,3,Black or African American,Male,No,"On July 24, 2008, a 24-year-old man arrived at the South Mountain Community College in Phoenix, Arizona. He began shooting at two men who had hospitalized him seven months prior and a third was wounded in the incident before the shooter was arrested. No fatalities resulted from the shooting.",33.5714588,-112.09049,Republican
2008,"Henderson, Kentucky",Kentucky,6,1,7,White American,Male,No,"Disgruntled employee Wesley Neal Higdon, 25, shot up an Atlantis Plastics factory after he was escorted out of his workplace for an argument with a supervisor. Higdon shot the supervisor outside the factory before opening fire on coworkers inside. He then committed suicide.",37.76721,-87.557374,Democratic
2008,"Henderson, Kentucky",Kentucky,7,1,7,White American,Male,No,"On June 25, 2008, a 25-year-old factory worker at Atlantis Plastics in Henderson, Kentucky had been reprimanded by a supervisor and escorted out of his workplace. He returned with a gun and began shooting, killing his supervisor, five employees and wounded a sixth before committing suicide.",37.8404041,-87.578538,Democratic
2008,"DeKalb, Illinois",Illinois,5,21,26,White American,Male,Yes,"Steven Kazmierczak, 27, opened fire in a lecture hall, then shot and killed himself before police arrived.",41.9294736,-88.750365,Democratic
2008,"DeKalb, Illinois",Illinois,6,17,22,White American,Male,Yes,"On February 14, 2008, a 27-year old former student of the Northern Illinois University in Dekalb, Illinois forcefully entered an oceanography lecture hall and began shooting at students and the professor. The shooter killed five and wounded seventeen before committing suicide. The shooter was said to have been taking medication for anxiety, depression and insomnia but had stopped the medication shortly before the incident.",41.9317213,-88.748149,Democratic
2008,"Kirkwood, Missouri",Missouri,6,2,8,Black or African American,Male,No,"Charles ""Cookie"" Lee Thornton, 52, went on a rampage at the city hall before being shot and killed by police.",38.5833862,-90.406785,Republican
2008,"Kirkwood, Missouri",Missouri,6,2,7,Black or African American,Male,No,"On February 7, 2008, a 52-year-old construction worker entered the City Hall building in Kirkwood, Missouri and opened fire on a police officer, taking the officer's gun and continuing on to the commencing city council meeting. He began shooting at the council members and reporters, killing five and wounding two others before being killed by police. The mayor suffered wounds that he died from several months later.",38.5788917,-90.420238,Republican
2007,"Carnation, Washington",Washington,6,0,6,White American,Female,No,"On December 24, 2007, an unemployed woman and her boyfriend, both aged 29, shot the woman's father in regards to a financial dispute in his home in Carnation, Washington. The couple then shot the woman's mother before her brother, his wife and children arrived, upon which the couple shot and killed all four. They were later arrested in the home.",47.6462874,-121.90885,Democratic
2007,"Las Vegas, Nevada",Nevada,0,6,6,Black or African American,Male,No,"On December 11, 2007, an 18-year-old high school drop out of Mojave High School in Las Vegas, Nevada arrived at a school bus stop where he planned an encounter with a student who had bumped into him the day before. He then began shooting at the student and others, wounding six before fleeing the scene. The shooter was arrested in Denver, CO after the police received a tip that he was on a bus to Chicago.",36.1893192,-115.32649,Republican
2007,"Arvada, Colorado",Colorado,5,5,9,White American,Male,No,"On December 9, 2007, a 24-year-old failed missionary entered the Youth With A Mission training center in Arvada, Colorado and began shooting, killing two and wounding two others. He then went to the New Life Church, shooting and killing two more and wounding three others. A former police officer in the congregation opened fire on the shooter, wounding him before he decided to take his own life.",39.8108747,-105.17372,Democratic
2007,"Omaha, Nebraska",Nebraska,9,4,13,White American,Male,Yes,"Robert A. Hawkins, 19, opened fire inside Westroads Mall before committing suicide.",41.2587317,-95.937873,Republican
2007,"Omaha, Nebraska",Nebraska,9,4,12,White American,Male,Yes,"On December 5, 2007, a 19-year-old man from Omaha, Nebraska entered the Westroads Mall with the intention of taking lives before committing suicide. He killed eight shoppers and wounded four more with a stolen assault rifle before successfully killing himself.",41.265922,-96.053814,Republican
2007,"Saginaw, Michigan",Michigan,0,4,4,Black or African American,Male,No,"On October 25, 2007, a 15-year-old student arrived at a football game at South Middle School in Saginaw, Michigan looking for his brother. He then ran into other students with which he had an ongoing confrontation and began shooting, wounding four before fleeing the scene. He was later arrested and charged with assault with intent to murder",43.4192912,-83.950328,Democratic
2007,"Cleveland, Ohio",Ohio,1,4,4,White American,Male,Yes,"On October 11, 2007, a 14-year-old student of SuccessTech Academy in Cleveland, Ohio arrived at school two days after he had been suspended for getting into a fist-fight with another student. He then began shooting at students and teachers, injuring four during the incident and committing suicide.",41.4765756,-81.680515,Republican
2007,"Crandon, Wisconsin",Wisconsin,6,1,7,White American,Male,Unclear,"Off-duty sheriff's deputy Tyler Peterson, 20, opened fire inside an apartment after an argument at a homecoming party. He fled the scene and later committed suicide.",45.5719072,-88.902892,Democratic
2007,"Crandon, Wisconsin",Wisconsin,7,1,7,White American,Male,No,"In the early hours of October 7, 2007, a 20-year-old off-duty sheriff's deputy at a homecoming after party opened fire on houseguests possibly after a dispute with his girlfriend. He killed six and wounded another before fleeing the scene and committing suicide.",45.5687142,-88.89729,Democratic
2007,"Blacksburg, Virginia",Virginia,32,23,55,Asian American,Male,Yes,"Virginia Tech student Seung-Hui Cho, 23, opened fire on his school's campus before committing suicide.",37.2295733,-80.413939,Republican
2007,"Blacksburg, Virginia",Virginia,33,17,49,Asian American,Male,Yes,"On April 16, 2007, a 23-year-old mentally ill student of Virginia Tech in Blacksburg, Virginia arrived on campus and began methodically shooting at students and faculty in classrooms and hallways. He killed five faculty members and twenty seven students before shooting himself in the head.",37.2299547,-80.427687,Republican
2007,"Gresham, Oregon",Oregon,0,10,10,Unknown,Male,No,"On April 10, 2007, a 15-year-old student of Springwater Trail High School in Gresham, Oregon arrived to his school and began shooting at his classmates. He wounded ten and killed none before being arrested.",45.5021651,-122.44128,Democratic
2007,"Salt Lake City, Utah",Utah,6,4,10,White American,Male,Unclear,"Sulejman Talović, 18, rampaged through the shopping center until he was shot dead by police.",40.7606467,-111.89109,Republican
2007,"Salt Lake City, Utah",Utah,6,4,9,White American,Male,Unclear,"On February 12, 2007, an 18-year-old refugee and high school drop out in Salt Lake City, Utah arrived at Trolley Square and began shooting at the crowd. He killed five and wounded four others before being shot and killed by police. The incident was thought to be an attack of religious radicalism.",40.777874,-111.93122,Republican
2006,"Lancaster County, Pennsylvania",Pennsylvania,6,5,11,White American,Male,No,"Charles Carl Roberts, 32, shot 10 young girls in a one-room schoolhouse in Bart Township, killing 5, before taking his own life.",39.9589,-76.0806,Republican
2006,"Nickel Mines, Lancaster, Pennsylvania",Pennsylvania,6,5,10,White American,Male,Unclear,"On October 2, 2006, a 32-year old men killed five schoolgirls and seriously wounded five others in West Nickel Amish School in Nickel Mines, Pennsylvania before taking his own life. Before the shooting, the gunman separated the students by gender and age, letting go males and adults before locking the school. He ended up committing suicide before police broke into the school.",40.0421439,-76.301009,Republican
2006,"Pittsburgh, Pennsylvania",Pennsylvania,0,5,5,Black or African American,Male,Unclear,"On September 17, 2006, two 18-year old men shot at five Duquesne University basketball players after a school dance. Several players said the shooter was a non-student unhappy that the woman he accompanied to the dance had talked with a player. The shooter and at least one other man followed the players when they left the dance to walk to their dormitory. Both man were later identified and arrested.",40.4394855,-79.976316,Republican
2006,"Hillsborough, North Carolina",North Carolina,1,2,3,Unknown,Male,Yes,"On August 30, 2006, a 18-year old former student at Orange High School in Hillsborough, North Carolina returned to the school to open fire on students and teachers having lunch outside, injuring two students. The student was apprehended outside the school and he confessed that he had previously killed his own father at their family home.",36.0409986,-79.097012,Democratic
2006,"Essex Junction, Vermont",Vermont,2,2,4,Black or African American,Male,Yes,"On August 24, 2006, a 26-year old killed two people and wounded two others in a shooting rampage that began at his ex-girlfriend's home in Essex Junction, Vermont and continued at the elementary school where she worked. Afterward, the shooter went to his friend's house to get more ammunition for the gun he had borrowed from him and shot his friend. He then try to commit suicide by shooting himself twice in the head, but he survived.",44.4902204,-73.114006,Democratic
2006,"Seattle, Washington",Washington,7,2,9,White American,Male,No,"Kyle Aaron Huff, 28, opened fire at a rave afterparty in the Capitol Hill neighborhood of Seattle before committing suicide.",47.6229,-122.3165,Democratic
2006,"Seattle, Washington",Washington,7,2,8,White American,Male,No,"On March 25, 2006, an unemployed 28-year old went to a rave after party in a residential house in Capitol Hill, a neighborhood in Seattle, Washington. The gunman shot and killed six people and injured two more before committing suicide.",47.6219958,-122.32365,Democratic
2006,"Goleta, California",California,8,0,8,White American,Female,Yes,"Former postal worker Jennifer Sanmarco, 44, shot dead a former neighbor then drove to the mail processing plant where she used to work. Inside, she opened fire, killing six employees before committing suicide.",34.436283,-119.87144,Democratic
2006,"Goleta, California",California,8,0,7,White American,Female,Yes,"On January 30, 2006, a 44-year-old postal worker on leave for psychological reasons killed her former neighbor before arriving to the Goleta Post Office where she worked in Goleta, California. She then opened fire on her coworkers, killing six before committing suicide.",34.4360611,-119.85936,Democratic
2005,"Red Lake, Minnesota",Minnesota,10,5,15,Native American,Male,Yes,"Jeffrey Weise, 16, murdered his grandfather, who was a police officer, and grandfather's girlfriend. Weise then drove his grandfather's squad car to Red Lake Senior High School and opened fire on the reservation campus, killing another seven people before committing suicide.",47.876346,-95.01694,Republican
2005,"Red Lake, Minnesota",Minnesota,10,5,14,Native American,Male,Yes,"On March 21, 2005, after killing his grandfather and his grandfather's girlfriend in their home, a 16-year-old student of Red Lake High School in Red Lake, Minnesota arrived on campus and began shooting at his classmates and teachers. He killed five students, a teacher, a security guard and wounded five others before committing suicide.",47.8706729,-95.00529,Republican
2005,"Brookfield, Wisconsin",Wisconsin,7,4,11,White American,Male,Yes,"Living Church of God member Terry Michael Ratzmann, 44, opened fire at a church meeting at a Sheraton hotel before committing suicide.",43.0605671,-88.106479,Republican
2005,"Brookfield, Wisconsin",Wisconsin,8,4,11,White American,Male,No,"On March 12, 2005, a 44-year-old computer technician about to lose his job in Brookfield, Wisconsin opened fire on a congregation at the Living Church of God, killing the minister, six others and wounding four more before committing suicide.",43.0639669,-88.122998,Republican
2005,"Tyler, Texas",Texas,3,4,6,Unknown,Male,Unclear,"On February 24, 2005, a 43-year old man opened fire on his ex-wife and son in front of the Smith County Courthouse inTyler, Texas. After wounding three law enforcement officers and killing another civilian, the gunman was killed in a gun battle with officers. The shooter was being sued for unpaid child support.",32.3154272,-95.305011,Republican
2004,"Columbus, Ohio",Ohio,5,7,12,White American,Male,Yes,"Nathan Gale, 25, possibly upset about the breakup of Pantera, gunned down former Pantera guitarist Dimebag Darrell and three others at a Damageplan show before a police officer fatally shot Gale.",39.9622601,-83.000707,Republican
2004,"Columbus, Ohio",Ohio,5,7,11,White American,Male,Yes,"On December 8, 2004, a 25-year-old former mechanic for the US Marine Corps shot and killed the lead guitarist in the band Damageplan before shooting into the crowd at a concert at the Alrosa Villa Nightclub in Columbus, Ohio. Apparently upset by the breakup of the band Pantera, the shooter killed an additional three and wounded seven before being killed by police backstage.",39.9886145,-82.989041,Republican
2004,"Birchwood, Wisconsin",Wisconsin,6,2,8,Asian American,Male,No,"On November 21, 2004, a 36-year-old man hunting with companions in the forests of Birchwood, Wisconsin, encountered a group of hunters and began arguing with them over a deer stand that had apparently been on private land. He then opened fire on the hunters as a result of the confrontation, killing six and wounding two others before being arrested five hours later.",45.6577371,-91.550772,Republican
